,Unnamed: 0,url,title,source
26,26,/20800/20814,"Halotti tanitások, mellyek néhai ... széki Teleki Ádám urnak... meg-hidegedett tetemeinek e' föld' szinéröl lett el-takarittatások alkalmatosságával el-mondattattak, és a' mellyeket édes attya emlékezetére ... ki-nyomtattatott széki Teleki Ádám ur ...",mek.oszk.hu
27,27,/21500/21584,Isteni félelmével ... minden jó rendekhez magát alkalmaztató nagy emberségével érdemlett utolso tisztesség tétele néhai ... Viczei Mária aszszonynak...,mek.oszk.hu
28,28,/22000/22048,"Istent reggel, a szent áldozatnak bé mutatásakor és estve naponként ... ájtatos fohászkodásokkal imádó keresztény",mek.oszk.hu
29,29,/22800/22849,"Kormoska, a csodaszép királyleány, története, vagy: A napruha, holdruha és csillagruha",mek.oszk.hu
30,30,/20600/20666,"Méltóságos, és nagyságos groffné, hallerköi Haller Kata aszszony, néhai méltóságos gróff keresztszegi Csáki Sigmond ur ... özvegye életinek, és némelly tökélletes jóságinak rövid sommája ...",mek.oszk.hu
31,31,/21600/21632,"PretIosVs In ConspeCtV DoMInI obItVs, ... domini comitis Stephani Csáki de Kereszt-szegh ...",mek.oszk.hu
32,32,/23500/23533,"Regestrum Varadinense examinum ferri candentis ordine chronologico digestum, descripta effigie editionis a. 1550 illustratum",mek.oszk.hu
33,33,/17800/17893,"Rituale Romano-Colocense, seu formula agendorum in administratione sacramentorum et caeteris ...",mek.oszk.hu
34,34,/21700/21737,"Valoságos atyafiui igaz indulatbol, és tiszta szeretetböl származott jo emlékezet' örökös fen-tartása: mely által ... Salánki Imre uramnak el-temettetése szomoru alkalmatosságával ...",mek.oszk.hu
35,35,/18500/18574,Versuch einer Geschichte der abwechselnden Schicksale der protestantischen Religion in Ungarn,mek.oszk.hu
36,36,/21500/21592,Vivens post funera virtus quae vere magnatem fecit regni excellentissimum ... Stephanum Apor de Altorja ...,mek.oszk.hu
37,37,/16200/16201,"A fasiszta szellemű, szovjetellenes és antidemokratikus sajtótermékek jegyzéke",mek.oszk.hu
38,38,/16200/16258,"A fasiszta, szovjetellenes és antidemokratikus sajtótermékek IV. számú jegyzéke",mek.oszk.hu
39,39,/16200/16202,"A fasiszta, szovjetellenes, antidemokratikus sajtótermékek I. sz. jegyzéke",mek.oszk.hu
40,40,/16200/16256,"A fasiszta, szovjetellenes, antidemokratikus sajtótermékek II. sz. jegyzéke",mek.oszk.hu
41,41,/16200/16257,"A fasiszta, szovjetellenes, antidemokratikus sajtótermékek III. sz. jegyzéke",mek.oszk.hu
42,42,/09700/09756,"A funkcióképesség, a fogyatékosság és az egészség nemzetközi osztályozása",mek.oszk.hu
43,43,/11900/11956,A Kir. Magy. Egyetemi Nyomda jelentése a Magyar Történet befejezéséről és a magyarság tudományos megismerését szolgáló Hungarológiai sorozat további köteteiről,mek.oszk.hu
44,44,/16500/16533,A legfölségesebb Oltáriszentség örök imádására és a szegény templomok fölszerelésére alakult központi Oltáregyesület tagjai közé fölvétetett...,mek.oszk.hu
45,45,/09800/09851,A Magyar Könyv- és Reklámművészek Társasága bemutatkozó kiállításának katalógusa,mek.oszk.hu
46,46,/13600/13638,"A Magyar Könyvkiadók és Könyvkereskedők, Zeneműkiadók és Zeneműkereskedők Országos Egyesülete alapszabályai",mek.oszk.hu
47,47,/05700/05740,A Magyar Tudományos Akadémia Irodalomtudományi Intézete szakbibliográfiája 1956-2001,mek.oszk.hu
48,48,/05700/05741,A Magyar Tudományos Akadémia Irodalomtudományi Intézete szakbibliográfiája 2002-2006,mek.oszk.hu
49,49,/09700/09755,A magyarországi foglalkoztatáspolitika az Európai Unió kontextusában,mek.oszk.hu
51,51,/10000/10010,"A munkaképesség szociális, (gyógy)pedagógiai, foglalkoztathatósági szempontú minősítéséhez",mek.oszk.hu
52,52,/09500/09511,A súlyos és halmozott fogyatékossággal élő emberek helyzete Magyarországon 1.,mek.oszk.hu
53,53,/09500/09512,A súlyos és halmozott fogyatékossággal élő emberek helyzete Magyarországon 2.,mek.oszk.hu
54,54,/07600/07688,"Áhitatossági kalauz,a Szerafikus Sz. Ferencz Atya III. rendje minkét nembeli tagjainak számára ",mek.oszk.hu
55,55,/09800/09835,"Általános és rehabilitációs, magyar és nemzetközi munkaerő-piaci ismeretek",mek.oszk.hu
56,56,/17800/17830,"Anyanyelvápolás, sajtó- és irodalomtörténet, irodalom, kritika, hit és néprajz",mek.oszk.hu
57,57,/07900/07964,Az erdélyi és magyarországiromán egyházak és iskolákélete és szervezete a világháború előtt,mek.oszk.hu
58,58,/10500/10594,Az Istent szerető betegeknek és halálra készülőknek szent elmélkedési és búzgó vég-fohászi,mek.oszk.hu
59,59,/05100/05144,"Chernel István (1865-1922) a madártan kutatója, a sísport magyarországi meghonosítója műveinek és szakcikkeinek bibliográfiája",mek.oszk.hu
60,60,/08900/08946,Education and Church in Central and Eastern Europe at first glance,mek.oszk.hu
61,61,/00000/00008,"Egyházak, felekezetek, vallási közösségek és alapítványok magyar nyelvű sajtójának jegyzéke, 1995-2000",mek.oszk.hu
62,62,/09700/09795,Emlék-lap a székelyudvarhelyi rom. kath. új Főgymnasium felszentelése alkalmából,mek.oszk.hu
63,63,/20500/20588,Emléke az 1849-dik mártius 15-kén a' szarvasi honvédelmi egyletben tartott nemzeti ünnepélynek,mek.oszk.hu
64,64,/09700/09752,Fogyatékos és megváltozott munkaképességű emberek munkaerő-piaci esélyeinek növelése,mek.oszk.hu
65,65,/13200/13280,Háborus feljegyzések a görgényi református egyházmegyének az 1916. évi oláh betöréskor menekült egyházairól,mek.oszk.hu
66,66,/15300/15398,"Imadsagos es enekes kézbe hordozó könyveczke, mellyet naponként minden rendbéli keresztyén ember olvasgathat",mek.oszk.hu
67,67,/19400/19404,"Képek a Tokodi Alkotóház batik szakkörének munkáiból, 100 kiállításáról",mek.oszk.hu
68,68,/03800/03827,"Kereszteni oktatasok, mellyeketsummában foglalt Jesus Társaságabéliedgy szerzetes pap",mek.oszk.hu
69,69,/22800/22863,"Magyar világi ponyvairodalom, 1700-18202. köt. Oktató és szórakoztató költészet : [forráskiadás]",mek.oszk.hu
70,70,/15900/15958,Magyarország: meg nem hallott segélykiáltásokA nők nem kapnak megfelelő védelmet a családon belüli szexuális erőszak ellen,mek.oszk.hu
71,71,/11300/11385,Módszertani segédlet a gyermekvédelmi gondoskodásban élő gyermekekkel szembeni szexuális visszaélések eseteire,mek.oszk.hu
72,72,/08900/08947,Religion and values in education in Central and Eastern Europe,mek.oszk.hu
73,73,/09200/09295,"Szent keresztúti ájtatosság, amint azt Rómában és a ferencrendiek templomaiban is szokás végezni",mek.oszk.hu
74,74,/07800/07884,Szűz Mária születése és más kegyes történetek versben elbeszélve,mek.oszk.hu
75,75,/16800/16887,"A ""Globus"" Nyomdai Műintézet Részvénytársaság alapszabályai",mek.oszk.hu
76,76,/04000/04015,A 130 éves NépszavaTöredékek a 130 éves Népszava históriájából,mek.oszk.hu
77,77,/12800/12890,A 20 éves Szociális Missziótársulat 1908-1928 ,mek.oszk.hu
78,78,/11100/11187,A Balaton Kiemelt Üdülőkörzet társadalma és gazdasága,mek.oszk.hu
79,79,/10300/10312,A Budapesti Hírlapszedők Körefélszázados története,mek.oszk.hu
80,80,/04800/04884,A Budapesti Napilapok Rendőri Rovatvezetőinek Szindikátusa50 éves jubileumi évkönyve,mek.oszk.hu
81,81,/08000/08086,"A Bukaresti ""Szent István Király Egyesület"" alakulási Emlék-Könyve",mek.oszk.hu
82,82,/07100/07173,A céltáblákat szőlő díszítse!,mek.oszk.hu
83,83,/04100/04189,A családok háziszentélye,mek.oszk.hu
84,84,/13300/13337,A cserkészjáték szabályzata,mek.oszk.hu
85,85,/12800/12804,A csik-somlyói róm. kath. főgymnasium értesitője az 1876/7-iki tanévről,mek.oszk.hu
86,86,/12800/12805,A csik-somlyói róm. kath. főgymnasium értesitője az 1879/80-iki tanévről,mek.oszk.hu
87,87,/12800/12822,A csik-somlyói róm. kath. főgymnasium értesitője az 1880/81-iki tanévről,mek.oszk.hu
88,88,/12800/12802,A csik-somlyói róm. kath. VII osztályu értesitvénye az 1872/3-ik tanévről,mek.oszk.hu
89,89,/12800/12803,A csiksomlyói róm. kath. főgymnasium értesitője az 1875/6-iki tanévről,mek.oszk.hu
90,90,/06600/06693,A csodálatos fa,mek.oszk.hu
91,91,/12800/12817,A Darwin írói és írásai1912-1919,mek.oszk.hu
92,92,/02300/02334,A Dévai Ferences Rendház 1850 előtti könyvei,mek.oszk.hu
93,93,/09600/09699,A dobsinai jégbarlang és környéke,mek.oszk.hu
94,94,/01900/01906,A Dunánál : Magyarok a 20. században (1918-2000),mek.oszk.hu
95,95,/15000/15074,A dusnoki házaspárok útján,mek.oszk.hu
96,96,/11600/11677,A felső Gölniczvölgy,mek.oszk.hu
97,97,/00000/00068,A felszolgálás minilexikona,mek.oszk.hu
98,98,/09900/09921,A foglalkozási rehabilitáció elmélete és gyakorlataSzövegyűjtemény,mek.oszk.hu
99,99,/09500/09537,"A foglalkozási rehabilitáció Magyarországon:a szabályozás múltja, jelene, jövője",mek.oszk.hu
100,100,/09400/09455,A fogyatékosság definíciói Európában,mek.oszk.hu
101,101,/09500/09524,A fogyatékossággal élő személyek jogaiA legfontosabb nemzetközi egyezmények,mek.oszk.hu
102,102,/12100/12122,A gendernyelvészet horizontja,mek.oszk.hu
103,103,/11100/11102,A gyermekvállalás társadalmi-gazdasági hátterének területi jellemzői,mek.oszk.hu
104,104,/03200/03270,A határon túli magyar tudományos könyvkiadás,mek.oszk.hu
105,105,/09500/09523,A háttérismeretek és a szemléletformálás szövegei,mek.oszk.hu
106,106,/07400/07414,A hazai nem-magyarajkúnépköltészet tára,mek.oszk.hu
107,107,/15000/15073,A házaspárok útján,mek.oszk.hu
108,108,/11100/11186,A hetvenötéves Szent-István-Társulat,mek.oszk.hu
109,109,/12000/12060,A hunyad-zarándi református egyházközségek történeti katasztere 1.Algyógy - Haró,mek.oszk.hu
110,110,/12000/12061,A hunyad-zarándi református egyházközségek történeti katasztere 2.Hátszeg - Marosillye,mek.oszk.hu
111,111,/12000/12062,A hunyad-zarándi református egyházközségek történeti katasztere 3.Marosnémeti-Zejkfalva,mek.oszk.hu
112,112,/12500/12590,A Hunyad-Zarándi Református Egyházmegye parciális zsinatainak végzései,mek.oszk.hu
113,113,/24000/24009,A jó házikonyha,mek.oszk.hu
114,114,/07000/07061,A Jókai-jubileum és a nemzeti diszkiadás története,mek.oszk.hu
115,115,/11800/11828,A kassai püspöki könyvtár kódexei és ősnyomtatványai,mek.oszk.hu
116,116,/11900/11980,A katholikus Magyarország,mek.oszk.hu
117,117,/11900/11989,A Katholikus Nőszövetség ismertetése,mek.oszk.hu
118,118,/00100/00176,A katolikus Biblia,mek.oszk.hu
120,120,/19000/19070,A keresztyén vallás igazságainak és parantsolatainak rövid summája,mek.oszk.hu
121,121,/09600/09683,A kirekesztéstől az egyenlőség felé,mek.oszk.hu
122,122,/08300/08393,A kolozsvári Szent Mihály egyház,mek.oszk.hu
123,123,/16500/16593,A komáromi könyvnyomdászok nyomtatványkiállításának katalógusa,mek.oszk.hu
124,124,/00100/00141,A kommunikáció napja,mek.oszk.hu
125,125,/00000/00034,A korrupció szakbibliográfiája1995. január - 2000. szeptember,mek.oszk.hu
126,126,/00000/00020,A Korunk folyóirat repertóriuma1990-1996,mek.oszk.hu
127,127,/17100/17133,A könyvtárhasználat lehetőségei és tényezői fogyatékos személyek körében,mek.oszk.hu
128,128,/12500/12596,"A Küküllői Református Egyházmegye parciális zsinatainak végzései, I.",mek.oszk.hu
129,129,/03400/03477,A láthatatlanság végeTársadalomismereti szöveggyűjtemény,mek.oszk.hu
130,130,/24000/24084,A lélek mentőövei,mek.oszk.hu
131,131,/07000/07077,A lélek műtétei,mek.oszk.hu
132,132,/11400/11499,A lélek temploma,mek.oszk.hu
133,133,/11700/11716,A lőcse-lublói hegység,mek.oszk.hu
134,134,/04500/04535,A Magyar Bazár Divatképe,mek.oszk.hu
135,135,/03900/03972,"A Magyar Családtörténeti Szemle repertóriuma, 1935-1944",mek.oszk.hu
136,136,/06900/06944,A magyar és magyarországi időszaki sajtó időrendi áttekintése1705-1867,mek.oszk.hu
137,137,/14800/14876,A magyar festőművészet albuma,mek.oszk.hu
138,138,/06700/06719,A magyar időszaki kiadványok egyedi repertóriumai II.,mek.oszk.hu
139,139,/09800/09856,A magyar kerámiaművesség ezer éve,mek.oszk.hu
140,140,/11500/11523,A Magyar Költészet Napja,mek.oszk.hu
141,141,/12900/12928,A magyar könyvkereskedelem szokásjoga,mek.oszk.hu
142,142,/13500/13516,A Magyar Könyvkiadók és Könyvkereskedők Országos Egyesülete tagjainak névsora,mek.oszk.hu
143,143,/07200/07235,"A magyar könyvkiadók millenniumi könyvjegyzéke, 1896",mek.oszk.hu
144,144,/11000/11002,A magyar népköltés gyöngyei,mek.oszk.hu
145,145,/06600/06664,A magyar népköltés remekei,mek.oszk.hu
146,146,/00000/00032,A Magyar Philosophiai Szemle repertóriuma1882-1891,mek.oszk.hu
147,147,/04700/04727,A magyar sajtó története,mek.oszk.hu
148,148,/00000/00011,"A magyarnyelvű fantasy-irodalom bibliográfiája, 1975-1997",mek.oszk.hu
149,149,/18100/18147,A magyarországi siketnéma-intézetek hitoktatási tanterve,mek.oszk.hu
150,150,/12100/12159,"A Marosvásárhelyi Református Kollégium diáksága, 1653-1848",mek.oszk.hu
151,151,/03200/03274,A Mátyás-Graduale,mek.oszk.hu
152,152,/00000/00023,"A média a tiszta közéletért,a közszolgálat átláthatóságáért,a korrupció ellen",mek.oszk.hu
153,153,/04800/04832,A megszentelt ország,mek.oszk.hu
154,154,/06000/06011,A mesemondó szikla,mek.oszk.hu
155,155,/15000/15008,A mi Schönstattunk,mek.oszk.hu
156,156,/22900/22998,A migrációs narratívák megváltoztatása,mek.oszk.hu
157,157,/09900/09971,A Mindszenty bűnügy okmányai,mek.oszk.hu
158,158,/01300/01397,A MONFODI első 20 éve,mek.oszk.hu
159,159,/08100/08198,"A munkavégzés és a családi kötöttségek összeegyeztetése, 2005Reconciliation between work and family life 2005",mek.oszk.hu
160,160,/08800/08897,A Müncheni Kódex 1466-ból,mek.oszk.hu
161,161,/23200/23231,A Nag Hammadi-i Könyvtár,mek.oszk.hu
162,162,/12500/12595,"A Nagysajói Káptalan egyházközségeinek történeti katasztere, 1745-1814",mek.oszk.hu
163,163,/04200/04203,A Napkelet repertóriuma1920-1922,mek.oszk.hu
164,164,/07000/07085,A nevető Magyarország,mek.oszk.hu
165,165,/11300/11366,A nevezetesebb ditsereteknek es nemelly halotti énekeknek harmoniaja...,mek.oszk.hu
166,166,/00000/00029,A Nyugat tartalomjegyzéke1908-1941,mek.oszk.hu
167,167,/13500/13546,"A pannonhalmi főapátság könyvtárának jegyzéke 1658-ban, Magger András Placid főapát kormánya alatt",mek.oszk.hu
168,168,/05600/05677,"A párt mindent tud! (sőt, még annál is többet)",mek.oszk.hu
169,169,/03900/03974,"A pécsi múzeumi értesítők és évkönyv repertóriuma, 1908-1998",mek.oszk.hu
170,170,/08600/08657,A pesti művelt társalgó,mek.oszk.hu
171,171,/12000/12097,"A Petőfi Kör vitái4.Partizántalálkozó, sajtóvita",mek.oszk.hu
172,172,/12100/12100,"A Petőfi Kör vitái7.Iparművészvita, orvosvita",mek.oszk.hu
173,173,/11700/11743,A Poprádvölgy,mek.oszk.hu
174,174,/13300/13370,"A Pozsonyi ""Ügető Verseny Egyesület"" szabályai",mek.oszk.hu
175,175,/05000/05004,A reformkor prózairodalmaMVGYOSZ hangoskönyvek,mek.oszk.hu
176,176,/12200/12256,A Répacsősz,mek.oszk.hu
177,177,/13800/13867,A Révai-Franklin per,mek.oszk.hu
178,178,/00000/00033,A Révfülöpi Képek közéleti éshonismereti tájékoztatósajtórepertóriuma,mek.oszk.hu
179,179,/22800/22854,A rokkantak gazdasági elhelyezkedése,mek.oszk.hu
180,180,/09400/09421,A római kori falfestészet Pannoniában,mek.oszk.hu
181,181,/13100/13146,A sakkjáték gyöngyei,mek.oszk.hu
182,182,/12500/12589,"A Sepsi Református Egyházmegye vizitációs jegyzőkönyvei, 1728-1790 ",mek.oszk.hu
183,183,/11300/11349,A sóltároknak bassusa,mek.oszk.hu
184,184,/23900/23924,A survey of modern Hungarian science fiction,mek.oszk.hu
185,185,/07700/07713,A szántói széles utca77 abaújszántói és sárazsadányi népdal,mek.oszk.hu
186,186,/04200/04200,A szent család,mek.oszk.hu
187,187,/04100/04175,A szeretetszövetség 1.A nemzetközi schönstatti apostoli mozgalom alapításának története,mek.oszk.hu
188,188,/04100/04176,A szeretetszövetség 2.Második és harmadik alapítás,mek.oszk.hu
189,189,/09800/09885,A szív árnyaiHangoskönyv,mek.oszk.hu
190,190,/24000/24022,A szülők és a hitoktatók figyelmébe,mek.oszk.hu
191,191,/13800/13804,A Talmud könyvei,mek.oszk.hu
192,192,/09600/09676,A támogatott foglalkoztatási szolgáltatás,mek.oszk.hu
193,193,/10000/10088,A tatai fazekasság,mek.oszk.hu
194,194,/12100/12136,A Thurzó család  és a Wittenbergi Egyetem,mek.oszk.hu
195,195,/12000/12089,A történelmi Küküllői Református Egyházmegye egyházközségeinek történeti katasztere1.Ádámos - Dányán,mek.oszk.hu
196,196,/12000/12090,A történelmi Küküllői Református Egyházmegye egyházközségeinek történeti katasztere2.Désfalva - Kóródszentmárton,mek.oszk.hu
197,197,/03900/03973,"A Történeti Szemle repertóriuma,1912-1930",mek.oszk.hu
198,198,/04800/04845,A tűz cselekedetei,mek.oszk.hu
199,199,/01900/01954,A Vazul-ág : Árpád-házi királyok Szent István után (1038-1301),mek.oszk.hu
200,200,/00100/00194,A vigasz szavai,mek.oszk.hu
201,201,/11700/11739,A vörös kolostor és a Scsavnicza fürdő,mek.oszk.hu
202,202,/08000/08050,A zalaegerszegi Kisfaludi Strobl Zsigmond gyűjtemény katalógusa,mek.oszk.hu
203,203,/07900/07986,A Zerindi Képtár,mek.oszk.hu
204,204,/03900/03923,A' Keresztyeni hitnek fő ágazatinak Fundamentumi,mek.oszk.hu
205,205,/11300/11345,A' sóltároknak altusa,mek.oszk.hu
206,206,/11700/11705,ABC- és olvasókönyv az ausztriai birodalombeli izraelita elemi iskolák számára,mek.oszk.hu
207,207,/07500/07518,Adatok téli néphagyományaink ismeretéhez,mek.oszk.hu
208,208,/21400/21473,Ady Endre - ma,mek.oszk.hu
209,209,/00000/00001,Aetas repertórium1985-1995,mek.oszk.hu
210,210,/23100/23145,Ajaki Graduál,mek.oszk.hu
211,211,/17000/17082,Al-Quran = Korán,mek.oszk.hu
212,212,/22400/22481,"Albuma ""Pesti Napló"" mult félévi t. előfizetőinek a folyó évi február és martius havában kimaradt számokért",mek.oszk.hu
213,213,/07500/07572,"Áldás, békességEmlékek Gyula és környéke reformátusságának életéből",mek.oszk.hu
214,214,/17000/17077,Alexandriai Szent Katalin verses legendája,mek.oszk.hu
215,215,/03600/03673,"Ali, a gyáva vitézKurd népmesék",mek.oszk.hu
216,216,/22400/22482,Alkalmi költemények népiskolák számára,mek.oszk.hu
217,217,/04600/04672,"Állam és egyház a polgári átalakulás korában Magyarországon, 1848-1918",mek.oszk.hu
218,218,/12400/12429,"Állam-, egyház-, jogtörténeti magyarázatok",mek.oszk.hu
219,219,/11400/11464,Álmodók földje,mek.oszk.hu
220,220,/06500/06554,"Ama keresztény katona..., és gyümöltsösebbé tenni szomjuhozik",mek.oszk.hu
221,221,/11100/11171,Amor Sanctus,mek.oszk.hu
222,222,/13800/13898,"Annotationes in regulam divi Augustini episcopi, hungarico sermone luculentissime donatam...",mek.oszk.hu
223,223,/07000/07009,Anthologia HungaricaMagyar anthologia,mek.oszk.hu
224,224,/23900/23990,Anyám fiai,mek.oszk.hu
225,225,/08800/08807,Apor-kódex,mek.oszk.hu
226,226,/16300/16329,Apor-kódex [DVD melléklet],mek.oszk.hu
227,227,/08100/08173,Aranyló búzaszemekAntológia,mek.oszk.hu
228,228,/19600/19699,Aranyvonat1944-45,mek.oszk.hu
229,229,/06700/06763,AreopoliszTörténelmi és társadalomtudományi tanulmányok 8.,mek.oszk.hu
230,230,/09300/09354,ÁrnyékbanAz európai parlamenti választási kampányok elemzése,mek.oszk.hu
231,231,/23500/23599,astavakra gita,mek.oszk.hu
232,232,/09100/09146,"Ausztrália és Új-Zéland magyar szemmel, 2010",mek.oszk.hu
234,234,/10600/10658,Autizmus - tény - képek,mek.oszk.hu
235,235,/13300/13395,Autizmus füzet,mek.oszk.hu
236,236,/10600/10659,Autizmussal élő személyek a nyílt munkaerő-piacon?,mek.oszk.hu
237,237,/05900/05936,Az 1869. évi népszámlálás vallási adatai,mek.oszk.hu
238,238,/10000/10009,Az 1956-os magyar forradalom és szabadságharc követelései és programja,mek.oszk.hu
239,239,/09900/09910,Az aggteleki barlang,mek.oszk.hu
240,240,/13200/13282,"Az Alberti-irsai izraelita gyógyitó és temetkezési szent egylet ""Chewra-Kadischa"" alapszabályai",mek.oszk.hu
241,241,/26400/26424,Az Aljechin - Euwe revansmérkőzés játszmái,mek.oszk.hu
242,242,/11600/11681,Az alsó Gölniczvölgy,mek.oszk.hu
243,243,/21900/21958,Az apostagi graduál,mek.oszk.hu
244,244,/23800/23800,Az élőszó dicsérete,mek.oszk.hu
246,246,/15200/15245,Az én SchönstattomJegyzetfüzet kedvenc gondolataim és megtapasztalásaim számára,mek.oszk.hu
247,247,/04200/04211,Az Erdélyi Irodalmi Szemle repertóriuma1924-1929,mek.oszk.hu
248,248,/07700/07766,Az erdélyi káptalan jegyzőkönyveiErdélyi történelmi adatok 8/1.,mek.oszk.hu
249,249,/14700/14738,Az Erdélyi Kath. Státusnak Gyula-Fehérvártt 1868. február 9-15-ikén megtartott gyülése,mek.oszk.hu
250,250,/08500/08560,Az erdélyi népművészetek albuma,mek.oszk.hu
251,251,/13200/13229,Az Erdélyi R. Kath. Status csiksomlyói főgimnáziumának értesitője az 1905-1906-ik iskolai évről,mek.oszk.hu
252,252,/09200/09252,Az erdélyi róm. kath. püspöki megye autonomiája,mek.oszk.hu
253,253,/13200/13232,Az Erdélyi Róm. Kath. Status csiksomlyói főgimnáziumának értesitője az 1906-1907-ik iskolai évről,mek.oszk.hu
254,254,/13200/13233,Az Erdélyi Róm. Kath. Státus csiksomlyói főgimnáziumának értesitője az 1907-1908-ik tanévről,mek.oszk.hu
255,255,/13200/13234,Az Erdélyi Róm. Kath. Státus csiksomlyói főgimnáziumának értesitője az 1908-1909-ik iskolai tanévről,mek.oszk.hu
256,256,/13300/13315,Az Erdélyi Róm. Kath. Státus csikszeredai főgimnáziumának értesitője az 1910-1911-ik iskolai évről,mek.oszk.hu
257,257,/13300/13320,Az Erdélyi Róm. Kath. Státus csikszeredai főgimnáziumának értesitője az 1911-1912-ik iskolai évről,mek.oszk.hu
258,258,/13300/13390,Az Erdélyi Róm. Kath. Státus csikszeredai főgimnáziumának értesitője az 1914-1915-ik iskolai évről,mek.oszk.hu
259,259,/13300/13343,Az Erdélyi Róm. Kath. Státus csikszeredai főgimnáziumának értesitője az 1915-1916-ik iskolai évről,mek.oszk.hu
260,260,/08800/08893,Az erdélyi római kath. Státus fontosabb jogtörténelmi okmányai,mek.oszk.hu
261,261,/11300/11317,Az Erdélyi Római Katholikus Státus,mek.oszk.hu
262,262,/12400/12424,"Az Est HármaskönyveA százéves Jókai emléke, 1925",mek.oszk.hu
263,263,/01400/01475,Az Európai Iskola fiatalja Nuridsány Zoltán (1925-1974),mek.oszk.hu
264,264,/12700/12728,Az Evangeliumok es epistolak...,mek.oszk.hu
265,265,/04900/04942,Az ezredév,mek.oszk.hu
266,266,/04000/04068,Az Igaz Keresztyéni Vallásban levö Tudománynak Fvndamentomi,mek.oszk.hu
267,267,/04900/04982,Az IHNETOV munkanaplója,mek.oszk.hu
268,268,/09400/09467,Az intellektuális fogyatékossággal élő emberek helyzete Magyarországon,mek.oszk.hu
269,269,/25900/25937,Az írás is beszéd,mek.oszk.hu
270,270,/13500/13513,Az iszlámhoz vezető út,mek.oszk.hu
271,271,/23400/23453,Az Miasszonyunk Szíz Mária csodáiról való hét legenda [...],mek.oszk.hu
272,272,/08100/08194,Az óbudavári Schönstatt-kápolna története,mek.oszk.hu
273,273,/03600/03687,"Az oltári szentségnek szüntelen-való tiszteletére, s imádására rendeltetett könyvetske",mek.oszk.hu
274,274,/07700/07760,Az olvasóÍrások Lakatos András tiszteletére,mek.oszk.hu
275,275,/21800/21855,Az Orsz. Erdészeti Egyesület boszniai tanulmányutjának leírása,mek.oszk.hu
